Notícia,Veredito
Médico pode ter exercício profissional cassado se não prescrever a hidroxicloroquina a pacientes com covid-19,Falso
Tem sido alertado em várias publicações de Facebook que a prática da ......,Falso
"Duas crianças morreram durante uma aula de educação física, em escola......",Falso
Tem sido divulgado que a ingestão de um copo de vinho tinto por dia t......,Falso
"A base da plandemia são os testes de detecção do falso vírus, FABRICADOS POR UMA INSTITUIÇÃO QUE ESTEVE NO PLANEAMENTO DESTA. Reparem na etiqueta do peluche distribuído em nova Iorque aos participantes no evento de exercício de pandemia virtual.",Falso
“Estudo: Pessoas inteligentes não gostam de ir ao ginásio nem de fazer exercício físico”,Falso
"Circulam na redes sociais centenas de vídeos que, desde Março, mostra......",Verdadeiro
"Enquanto nós profissionais de saúde morremos no exercício da profissão, pessoas irresponsáveis fazem filas nas lojas, vão passear no centro, nos shoppings",Verdadeiro
O câncer de pele não é perigoso,Falso
O câncer de pele só se manifesta em partes do corpo que são expostas ao sol,Falso
A quantidade de filtro solar influencia na prevenção do câncer de pele,Verdadeiro
Pintas ou sinais em crescimento são indícios do câncer de pele,Verdadeiro
Jovens afetadas por reações adversas após vacina contra HPV correm risco de morrer,Falso
"Mandetta orientou a prescrição de Tamiflu e Dipirona no início da COVID-19, o que aumenta a mortalidade",Falso
"Maxalgina a base de dipirona monohidratada Vinda da venezuela Com vírus para contaminar a gente,na duvida nao use",Falso
Dipirona importado da Venezuela está infectado com vírus,Falso
"Notícia importante. Vírus encontrado em medicamento importado da Venezuela [...] Não tomem o novo Dipirona que vem escrito S/500. [...] Os médicos comprovam que contém vírus Marburg, considerados um dos vírus mais perigosos do mundo e com alta taxa de mortalidade.",Falso
"O medicamento exposto abaixo, Dipirona S-500, importado da Venezuela, contém um vírus perigosíssimo, não tomem... !",Falso
Novo dipirona importado da Venezuela para o Brasil contém vírus,Falso
Está a ser partilhada via WhatsApp uma mensagem que alerta contra o u......,Falso
O chá que curou minha mãe da covid-19: 1 limão grande. 3 dentes de alho. Boudo (Não coloque muito pra não ficar amargo). Jambu não coloque muito. Minha mãe foi curada e não sabia que ela tava com o vírus,Falso
"BATER NO LIQUIDIFICADOR 1 LARANJA COM CASCA 1 LIMÃO COM CASCA 1 COPO AMERICANO DE ÁGUA Coar numa peneira, e beber 2 vezes ao dia BATER NO LIQUIDIFICADOR MELÃO DE SÃO CAETANO COM ÁGUA Quantidade a vontade, até ficar bem verdinho. Ele é muito amargo lembra boldo. Tomar 2 vezes ao dia. vou colocar a baixo, algumas fotos que fiz Para quem não sabe o que é melão de são Caetano. O resultado foi incrível, em 2 dias estávamos sentindo uma melhora total.",Falso
"Chá de boldo, limão, jambu e alho cura a covid-19",Falso
Chá de boldo cura sintomas do novo coronavírus,Falso
Áudio do professor Antonio Frazão recomenda chá de boldo contra a Covid-19,Falso
"Beber chá de boldo cura em três horas os sintomas da COVID-19, provocada pelo novo coronavírus",Falso
Chá de boldo combate os sintomas da Covid-19,Falso
"Governo gastando bilhões em combate ao corona vírus, e um irmãozinho de algum lugar sem faculdade em ciência ou medicina descobre que chá de boldo combate os sintomas de covid em três horas , realmente Deus usa as coisas loucas desse mundo pra confundir as sábias!",Falso
"PM de Guiné-Bissau se curou do coronavírus com chá de alho, gengibre e limão",Falso
"Chá de limão com alho e jambu está matando os sintomas do coronavírus. Muitas pessoas ficaram boas sem precisar ir para o hospital, porque lá é pior. Deus está curando muita gente através desse chá. Quem não quiser morrer e só fazer esse chá, e tomar morno, e Deus fará o milagre. Um limão, 2 dentes de alho e algumas folhas e flor de jambu, quanto mais forte o chá melhor. Ouvi testemunhos!",Falso
"Uma aula sobre imunidade. Pode evitar o Coronavírus e outros. Mistura de alho, açafrão e limão previne e cura o coronavírus",Falso
A cura do novo coronavirus é chá de folha de boldo é tiro e queda faça o teste e depois vejo se quiser ajuda né”.,Falso
Numa publicação que tem corrido as redes sociais é avançado que o méd......,Falso
"Dr. Li Wenliang *, o médico herói da China, que foi punido por dizer a verdade sobre o vírus Corona e depois morreu devido à mesma doença, havia documentado arquivos de casos para fins de pesquisa",Falso
5 - Conselhos: Beber água quente ou chás quentes para matar o vírus,Falso
"De: Renato Ribeiro Data: 01/28/20 16:27:24 Para: Renato Ribeiro Assunto: Coronavirus-cuidados Assunto: Coronavirus-cuidados Diretor do HC (Hospital dasClínicas)preocupado com a nova gripe, faz as seguintesrecomendações",Falso
Mulher diz que teve REVELAÇÃO de Nossa Senhora do Carmo sobre CORONAVÍRUS e Nossa Senhora deu a ela uma receita de um chá pra tomarmos contra esse mal e pediu para que ela divulgasse pra todo o mundo.,Falso
"Diretor do Hospital das Clínicas (HC) preocupado com a nova gripe (coronavírus), faz as seguintes *recomendações*: - Tomar chá de erva-doce duas vezes ao dia.",Falso
"Orientações de prevenção ao corona vírus (sic). (...) Tomar chá de erva-doce duas vezes ao dia. O chá de erva-doce tem a mesma substância que o medicamento Tamiflu, o remédio usado para tratar a gripe A - H1N1",Falso
Médicos recomendam tomar chá de erva-doce para combater o coronavírus,Falso
"Diretor do HC (Hospital das Clínicas) preocupado com a nova gripe, faz as seguintes recomendações: - Tomar chá de erva-doce duas vezes ao dia.",Falso
folhas de louro são conhecidas por ser útil contra a leucemia e câncer de mama,Falso
"A esquerda que se 'preocupa' com a morte de uma criança, vítima de bala perdida, é a mesma que promove chá de aborto!",Falso
"Ele [o chá de folha de graviola] não traz quaisquer efeitos colaterais logo, você pode usá-las o tanto quanto você quiser",Falso
As folhas da graviola são 1000 vezes mais fortes pra matar células do câncer que a quimioterapia! Aprenda a usar,Falso
"“Governo gastando bilhões em combate ao coronavírus, e um irmãozinho de algum lugar sem faculdade em ciência ou medicina descobre que chá de boldo combate os sintomas de covid em três horas, realmente Deus usa as coisas loucas desse mundo para confundir as sábias!”",Falso
"Michelle arrecadou num chá beneficente 5,3 milhões em doações para causas sociais",Verdadeiro
"Maconha tem um componente chamado de canabidiol. E o canabidiol é uma substância química que serve para pessoas que têm convulsão, ou seja, epilepsia em crianças",Verdadeiro
Este menino se chama Gabriel e está aguardando a realização de cirurgias após ter sofrido um acidente,Falso
"""[O leite] rouba o cálcio dos ossos porque é um produto altamente ácido. Prova disso é que os países que mais consomem este produto são líderes em osteoporose, osteopenia e fratura do quadril.""",Falso
"“Se uma mãe fizer o cadastro [no programa Família Que Acolhe] com quatro meses [de gestação], ela já está restrita”",Falso
[A Covid-19] não constitui um perigo para mulheres grávidas,Falso
Esta menina de 10 anos foi estuprada e está grávida.,Falso
França liberou aborto até 9ª semana de gestação,Falso
Assembleia Nacional Francesa aprova aborto até aos nove meses de gestação,Falso
FRANÇA APROVA O ABORTO EM QUALQUER PERÍODO DA GRAVIDEZ,Falso
‘Não me importo que o pai do meu filho seja o meu pai’ diz jovem grávida do próprio pai,Falso
LULA VAI SER PAI!! NOVO MOTIVO PODE FAZER LULA ACEITAR O SEMIABERTO? A namorada do Lula está grávida... se a criança nascer roubando não precisa nem fazer DNA !!! LULA VAI SER PAI ROSANGELA SIVA SUA NAMORADA ESTA GRAVIDA E É GRAVIDOU NAS VISIRAS QUE ELA FAZ A ELE MESMO PRESO ELE FAZ FILHO,Falso
"Fetos com seis, sete, oito ou nove meses de gestação. De forma aleató......",Falso
Afeganistão! Aumenta o número de crianças de 10 anos grávidas,Falso
Mas ela [gravidez precoce] não tem diminuído abaixo de 14 [anos],Verdadeiro
A gravidez precoce no Brasil tem caído entre 15 e 19 anos,Verdadeiro
"Em publicação no portal ""Esquerda Net"" destaca-se que as interrupções......",Verdadeiro
"Em mulheres grávidas, a hanseníase pode causar o nascimento de bebês abaixo do peso",Verdadeiro
Bolsonaro tem câncer e não levou facada,Falso
Não há estudo que comprove que o uso de celular no escuro causa câncer nos olhos,Falso
Jair Bolsonaro tem câncer de instestino,Falso
"A cicatriz da ""fakeada"" que teria sido logo abaixo do mamilo direito (foto da fakeada), simplesmente DESAPARECEU! Só restou a cicatriz da CIRURGIA DO CÂNCER NOS INTESTINOS.",Falso
“IMPORTANTÍSSIMO PESSOAL Grupo Alemão de médicos pelo esclarecimento a respeito do Covid-19 - máscaras e vacina que pode gerar câncer e alteram o DNA humano”.,Falso
Bolsonaro confirma possível câncer e desabafo comove: ‘Não sou mais dono de mim,Falso
Morte por câncer foi alterada para covid-19 em Porto Alegre,Falso
": LULA ESTÄ COM CÂNCER - AFIRMOU HOSPITAL. Câncer na laringe estaria de volta. Segundo uma fonte sigilosa do hospital Sirio Libanês, Lula está com câncer na Laringe",Falso
"Dorme com o celular pertinho de você e a RADIAÇÃO que ele libera, VOCÊ não vê, porém, o BOMBRIL te mostra. Afeta Sistema Nervoso, o sono e causa câncer.",Falso
"Maculopatia (câncer de olho) e uso móvel no escuro Eu, Rubén Díaz Granados (oftalmologista), minha boca está quebrada para dizer isso, mas as pessoas são surdas.",Falso
"PALAVRAS DO SILVIO SANTOS (...) No início de novembro fui diagnosticado com um tumor na minha cabeça, não sei se vou sobreviver ou morrer, afinal já tenho 87 anos e sei que um dia vou ter de partir, sei que vou conseguir vencer mais uma vez e não vai ser dessa vez que a morte vai me pegar, eu não temo a morte, temo o dia que partir e deixar a tristeza em milhares de fãs que eu tenho, temo que a minha mulher não aguente e caia em depressão, minhas filha adoeçam e não é isso que eu quero, quero todos sorriso e cantando, ALEGRIA Lá, lá, lá, lá, Hey! (...)",Falso
Beber água gelada após as refeições pode levar ao aparecimento do câncer.,Falso
MC Gui perde todos os patrocinadores após humilhar menina com câncer,Falso
Bolsonaro disse que paciente com câncer,Falso
"Um paciente com câncer custa muito caro para o Estado, vamos cortar essa farra. Entrevista para Folha de São Paulo ""#BOLSONARO##VAI##CHEGAR##SUA##VEZ!!""",Falso
"Água quente de abacaxi por favor espalhe !! por favor espalhe !! O professor Chen Huiren, do Hospital Geral do Exército de Pequim, enfatizou que, se todos os que receberem este boletim puderem levar dez cópias para os outros, certamente pelo menos uma vida será salva… Eu cumpri algumas de minhas responsabilidades, espero que você também consiga .. Obrigado! Água quente de abacaxi pode economizar uma vida inteira. Abacaxi quente ~ pode matar células cancerígenas.",Falso
Ingerir fluidos vaginais deixa as pessoas imunes ao câncer.,Falso
E se a forma como é identificado o cancro da mama provocasse cancro? ......,Falso
"O primeiro passo é parar todo o consumo de açúcar, sem açúcar em seu corpo, as células cancerígenas morrem naturalmente",Falso
"""Abacaxi quente pode matar células cancerígenas.""",Falso
"“Médico quebra o silêncio e diz que as pessoas morrem de quimioterapia, não de cancro”",Falso
"A água gelada causa ataques cardíacos, cria problemas no fígado e até cancro nos intestinos.",Falso
Homens negros têm mais chance de desenvolver câncer de próstata,Verdadeiro
"A autoridade sanitária dos Estados Unidos, o Food and Drug Administration (FDA), já aprovou a utilização de canabinóides na formulação de apresentações farmacêuticas, como o dronabinol (nome comercial de Marinol) para o tratamento de efeitos colaterais apresentados no uso de quimioterápicos no combate ao câncer",Verdadeiro
"É uma publicação que acumula mais de 400 partilhas no Facebook, difun......",Falso
"Dilma disse que vacina chinesa funcionará porque ""vírus veio da China""",Falso
"Uma outra desconfiança nossa, que é o nosso maior medo, é você modificar o padrão genético das nossas células",Falso
"“(...) O que nós temos que fazer agora? Acabar com a circulação viral. Como faço isso, doutora? Eu tomo medicações para evitar a doença. Então você que não teve Covid e você que já teve (...) passam a usar medicações que são preventivas.”",Falso
Governo Argentino liberou a população do Lockdown para velório do Maradona e o covid19 vírus mortal da china?,Falso
“Vírus chinês” é a maior farsa e não existe nada que possa ser feito para o conter,Falso
Essa DESGRAÇA desse vírus só vai parar quando ele infectar a maioria das pessoas. Isso é o que acontece na p… dos ciclos virais.,Falso
"Delcy Rodríguez, vice-presidente da Venezuela, informou que o presidente Nicolás Maduro firmou um decreto pausando o vírus por uma semana",Falso
"Esse vírus estáva a disposição da China desde 2014, a vacina está pronta desde 2018, a população chinesa foi vacinada em 18 e 19 com a vacina para o covid 19 sem saber",Falso
"Se a gente trata o vírus precocemente, a doença não aparece, a pneumonia não surge",Falso
"“O morango, por exemplo, tem-se destacado como um dos transmissores dos vírus das hepatites A e E, que causam inflamação no fígado”",Falso
"Se o vírus [da Covid-19] veio da China e funciona, por que a vacina não funcionaria? Diz Dilma Rousseff!",Falso
"“Se o vírus veio da China e funciona, por que a vacina não funcionaria?” disse Dilma Rousseff",Falso
"(...) já foram detectada 7 variações do vírus, 3 das quais, é letal",Falso
"A vacina de Oxford (...) [é uma] ‘vacina genética’, com DNA recombinante",Falso
"“5% de letalidade. População toda vacinada vai matar mais que o covid. No momento nenhuma vacina deve ter obrigatória! se não morrer pelo vírus, pode morrer por se imunizar.”",Falso
"Estes testes [PCR] não conseguem detetar vírus infecciosos livres, de todo [...] Os testes podem detetar sequências genéticas de vírus, mas não os próprios vírus",Falso
A fotografia que se tornou viral nas redes sociais capturou uma festa......,Verdadeiro
"“A pandemia aqui no Ceará e em Fortaleza está sob controle, caindo a cada dia, mas o vírus ainda circula”",Verdadeiro
"Em publicação nas redes sociais alega-se que pessoas com alergias, ri......",Falso
Foto de reação alérgica a vacina chinesa,Falso
“VACINA CHINESA CAUSA REAÇÃO NO TESTE Enfermeiro voluntário posta como ele ficou após tomar a primeira dose da vacina chinesa”,Falso
"""Urgente: Gel das mãos desinfetante chamado farah circula nos mercados, cuidado, porque ela causa doenças graves da pele. Por favor, não use isso para preservar sua saúde.""",Falso
"""Quem tem alergia não pode usar máscara, pois dá uma crise danada""",Falso
Azitromicina e ivermectina curam as pessoas contra a covid-19,Falso
"Milhares de mulheres hoje têm o exame de mamografia feito, anotados nódulos, que podem ser benignos ou cancerosos, e esperam até três anos com esse terror para fazer uma punção ou biópsia.",Falso
"Esse vírus tem cura e se chama hidroxicloroquina, zinco e azitromicina.",Falso
"Ivermectina, vitaminas D e C, zinco, cloroquina e azitromicina para Covid-19",Falso
"Pessoal nesta fase do coronavírus, tomem 1g de vitamina c + zinco efervescente, esta é uma das formas de melhorar a nossa imunidade e estar preparado na luta contra uma eventual infecção por coronavírus.",Falso
"Sobre o covid. Estudo promissor relata que pacientes com níveis de vitamina D alto, além de ter mortalidade quase zero tem uma melhor resposta no tratamento para covid, porém temos utopia que o sol por si só nos reabastece, porém sabe-se isso não é o suficiente então faça suplementação",Falso
Drauzio Varella recomenda produto FlexxMais contra dores na articulação,Falso
"Em matéria exclusiva, Dr. Drauzio Varella mostra como ele ELIMINOU AS DORES de mais de 5.000 pessoas.",Falso
#Verificamos: É falso que Drauzio Varella recomendou suplemento contra dores articulares,Falso
[O projeto de lei que tramita na Câmara em que o governo pede suplementação orçamentária prevê] R$ 30 bilhões para o Bolsa Família,Falso
"O governo está com um pedido no Congresso, (...) uma suplementação de R$ 248 bilhões, dos quais R$ 200 bilhões são para pagar a Previdência",Verdadeiro
"Teorias populares dizem que um homem que tenha pés grandes, tem um pé......",Falso
Mamadeiras eróticas foram distribuídas em creches pelo PT,Falso
OLHA O QUE O PT ESTÁ COLOCANDO NAS CRECHES MEU DEUS DO CÉU,Falso
Candidata a vereadora no Maranhão foi presa por trocar voto por sexo,Falso
"Marcelo FREIXO fez acordo para apoiar o Eduardo paes , e pediu a SECRETARIA DE EDUCAÇÃO, vcs já sabe o que o Psol quer com as crianças , aula sobre sexo , banheiro unissex",Falso
"""O Papa não disse que era a favor da união entre pessoas do mesmo sex......",Falso
"vacina vai alterar o código genético, o RNA, e as pessoas que tomarem vão passar a ter problemas gravíssimos de saúde, como o homossexualismo e a troca de sexo",Falso
O Pedófilo pode ter papel fundamental no desenvolvimento sexual do menino…,Falso
Califórnia aprovou nas duas casas legislativas que uma pessoa com 21 anos pode ter relações sexuais com uma pessoa de 11 anos,Falso
"Homem fica impotente após excesso de Heineken Foi detectada uma substância, que acelera o processo de perda de apetitite sexual nos homens, levando a impotência iminente.",Falso
Uma criança do sexo masculino segundo informações nasceu em um hospital público da cidade de Santarém Pará com um rabo,Falso
‘Estupro é uma palavra muito forte; eu chamo de sexo forte e não acho que mereça cadeia assim tão facilmente’ — Rosa Weber,Falso
Um estudo publicado no JAMA identificou a existência de vírus SARS-Co......,Verdadeiro
"""Quem quebrar o isolamento no Reino Unido para ter sexo fora de porta......",Verdadeiro
Eu nunca apresentei projeto de lei para obrigar adolescente a mudar de sexo. Apresentei uma lei de identidade de gênero baseada na lei argentina,Verdadeiro
Ministro Mandetta gastou 25 MILHÕES na compra de GEL LUBRIFICANTE anal para os PRESOS em 2019,Falso
Alunos de uma universidade federal criam ateliêr (sic) de arte anal,Falso
Alunos de uma universidade federal criam ateliê de arte anal. ‘Não quero nem imaginar como ele colocou essa tinta aí…’,Falso
Israel sai na frente e já tem vacina contra o (Covid-19) coronavírus,Falso
"A máscara altera a flora oral, criando uma disbiose intestinal",Falso
[Covid-19] é a mesma coisa que gripe,Falso
Ela [a máscara] aumenta em 3% a taxa de CO2 cerebral,Falso
"Damares Alves, ministra do Governo de Bolsonaro, autora de várias dec......",Falso
"O local onde eles estão a “obter uma amostra′′ para o teste Covid-19 chama-se (Barreira cerebral de Sangue.) É uma única camada de células que protegem o seu cérebro de metais pesados, pesticidas e outras substâncias tóxicas que geralmente são mantidas fora. É a forma como nutrientes vitais, como o oxigênio, chegam ao cérebro",Falso
"Se, de alguma forma, a sua Barreira de Cérebro Sangue está comprometida, (...) o cérebro [torna-se] inflamado! Permite então que bactérias e outras toxinas entrem no seu cérebro e infectem o tecido cerebral que pode levar à inflamação e às vezes à morte",Verdadeiro
“Estudos da UFMG mostraram que ônibus lotados eram a maior fonte de infecção [por Covid-19] do belo-horizontino”,Falso
"A pandemia de covid-19 é uma farsa, já que os testes PCR não detectam infecção pelo Sars-Cov-2",Falso
"Azitromicina; tomar *1* por dia á partir do 3º dia - para diminuir o contágio, diminuir os sintomas e prevenir pneumonia - . Também pode-se usar - para ser mais rápido na cura - o Ivermectina ou Anitta",Falso
"Então, a tão esperada meta-análise chegou! O Trabalho da Universidade de Yale - USA, do PhD Dr Harvey Risch conclui que o uso da Hidroxicloroquina é seguro, além de ser efetivo na diminuição de infecção, hospitalização e morte. Sabem o que isso significa? Que em conjunto com os mais de 111 trabalhos observacionais, esse trabalho dá o tão exigido NÍVEL DE EVIDÊNCIA 1 para tratamento da COVID-19 (com recomendação A)!",Falso
O número de mortes e de contágio [da Covid-19] foi menor aqui em Belo Horizonte [na comparação com outras capitais],Falso
6% dos mortos foram mortos de Covid-19 morreram da doença. Os outros todos foram comorbidades.,Falso
"VALE A PENA Do Centro de Epidemiologia de Milão. Para esta pandemia, há uma probabilidade maior de sobrevivência para aqueles que serão infectados 5 meses depois,",Falso
"O uso generalizado de máscaras tem sido desencorajado em todo o mundo. Até a OMS diz que se você está saudável, a máscara é indicada apenas caso esteja cuidando de alguém infectado",Falso
“Infecção por Stafilococcus devido ao uso de máscaras. Entendam porque profissionais de saúde só usam máscaras descartáveis e as trocam de hora em hora”,Falso
As novas vacinas de mRNA contêm tecnologia de alteração de DNA que instrui as células humanas a produzir propriedades de um organismo infeccioso estranho,Falso
Duas máscaras em simultâneo para prevenir a infeção pelo novo coronav......,Falso
"“E assim você vai ficar com suas amígdalas, a primeira foto é uma amígdala doente e a 2 foto, esta curando”",Falso
"“Quando você ficar doente de CORONAVIRUS você vai ter febre. Muita febre. A febre mais alta que já te deu na sua vida. ၢ vai parecer com as típicas febres da gripe. Você vai respirar devagar, como se você tivesse colocado uma esponja no nariz. Quando você tentar encher os pulmões ao inalar forte, você vai sentir que ainda falta o ar. E isso vai te assustar muito. Você vai tossir muito. Tanto que você vai se cansar até quase desmaiar.”",Falso
O Center for Disease Control do governo dos EUA oficializou as evidências científicas emergentes sobre a transmissão do coronavírus:,Falso
O estudo mostrou uma menor incidência de contágio pela covid-19 entre trabalhadores ativos que estão exercendo sua atividade profissional normalmente e saindo de casa todos os dias,Falso
"Enfermeira é flagrada com paciente com Covid-19 Enfermeira estaria com paciente Uma profissional foi flagrada, por funcionários de hospital, da ala de emergência, com paciente infectado por coronavírus",Falso
Em artigo partilhado nas redes sociais destaca-se que o contágio pelo......,Falso
Comer alimentos alcalinos previne infecção com novo coronavírus,Falso
ÚLTIMO MINUTO: O Washington Post confirma a origem do paciente zero do coronavírus: ele era funcionário do famoso laboratório de virologia da cidade chinesa de Wuhan,Falso
"Insisto que a quarentena aumenta os casos do coronavírus.A curva da epidemia nos países que a adotaram mostra isso(veja a curva do contágio na Itália,a linha verde marca início de quarentena radical).Isso pq o contágio se transfere da rua para dentro de casa e fica mais fácil",Falso
"Insisto que a quarentena aumenta os casos do coronavírus. A curva da epidemia nos países que a adotaram mostra isso (veja a curva do contágio na Itália,a linha verde marca início de quarentena radical). Isso pq o contágio se transfere da rua para dentro de casa e fica mais fácil",Falso
Etapa de máxima infecção do coronavírus durará até dia 3 de abril,Falso
"Todos infectados pelo covid 19 estão curados em Blumenau-Santa Catarina, dentre eles um idoso de 72 anos",Falso
"Respire fundo e prenda a respiração por mais de 10 segundos. Se você completá-lo com sucesso sem tossir, sem desconforto, congestão ou aperto etc, isso prova que não há fibrose nos pulmões, basicamente indicando que não há infecção",Falso
"O coronavírus antes de atingir os pulmões, permanece na garganta por quatro dias e, nesse período, a pessoa começa a tossir e sentir dores na garganta. Se essa pessoa beber muita água e faz gargarejo com água morna, sal ou vinagre, isso eliminará o vírus. Divulgue estas informações, pois você pode salvar alguém se essa pessoa souber disso.",Falso
"""Um médico confirma que já existem dez crianças no hospital de Viena com uma infecção fúngica no pulmão por usar a máscara""",Falso
"“Então, a tão esperada meta-análise chegou! O Trabalho da Universidade de Yale - USA, do PhD DrDrinks Harvey Risch conclui que o uso da Hidroxicloroquina é seguro, além de ser efetivo na diminuição de infecção, hospitalização e morte.”",Falso
"“Esse vírus não se espalhou para 110 países partindo de um mercado chinês — é plausível, é provável que esteja na vacina contra a gripe desde 2013-2015. (...) É a vacina contra a gripe que está provocando as infeções.”",Falso
"O uso generalizado de máscaras tem sido desencorajado em todo o mundo.
OMS - Se você está saudável, a máscara é indicada apenas caso esteja cuidando de alguém infectado.
SINGAPURA - Use máscaras apenas caso você esteja tendo sintomas respiratórios, como tosse e coriza.
JAPÃO - O uso de máscaras em ambientes ao ar livre não é eficiente para evitar o vírus.
EUA - O CDC não recomenda que pessoas saudáveis usem máscaras. Por meio do Twitter, o US Surgeon General solicitou que as pessoas parem de comprar máscaras.
REINO UNIDO - Não existem evidências que justifiquem o uso generalizado de máscaras pelo público.
ALEMANHA - Não existem evidências mostrando que o uso de máscaras seja capaz de reduzir suficientemente o risco de uma pessoa saudável se infectar.",Falso
"O inquérito sorológico mostra que não há qualquer diferença na proporção da população que utiliza transporte público com a que não utiliza, em relação a infectados [com Covid-19] na cidade de São Paulo",Verdadeiro
O distanciamento social aconselhado pela OMS para evitar o contágio d......,Verdadeiro
O novo CORONA VÍRUS pode não mostrar sinais de infecção por muitos dias,Verdadeiro
Suco de quiabo cura cachorros com doenças graves,Falso
Antibiótico é a cura da parvovirose,Falso
"Retrato do mundo-inferno, em que a psico-virose colectiva, conseguida pelo medo, permite que se roube a vida às pessoas e a infância aos inocentes.
É assim que as crianças de uma província da Corunha começaram o ano lectivo.",Falso
"Essa vacina, da marca Vanguard, muito utilizada pelos veterinários (...), você tá lendo o que ela combate? Coronavírus. Esse vírus [SARS-Cov-2] não é novo gente!",Verdadeiro
Em imagem propagada pelas redes sociais alega-se que o atual diretor ......,Falso
Em múltiplas publicações nas redes sociais alega-se que a gripe como ......,Falso
Vacina contra H1N1 usada no Brasil é produzida pela Sinovac,Falso
Está a ser difundida nas redes sociais uma mensagem na qual se denunc......,Falso
"Com a chegada da gripe, têm sido profusamente disseminados nas redes ......",Falso
"Mas, este vírus é muito mais mortal. MENTIRA. Se compararmos, por exemplo, 5 meses de 'pandemia' com a gripe no mundo, veja o resultado: GRIPE: No periodo de 5 meses temos, em média, 420 milhões de casos com 270.000 de mortos. Agora compare esses dados com os da tal ‘PANDEMIA’",Falso
[Os testes de PCR] podem [identificar] vírus de anos anteriores ou restos virais de vacinas contra influenza,Falso
"Covid tem uma vibração de 5,5 hz e morre acima de 25,5 hz. Para os seres humanos com vibração mais alta, o vírus é uma gripe simples.",Falso
"Fotos provam que o governador de São Paulo, João Doria, tomou a ""vacina chinesa"" contra a COVID-19 antes de testar positivo para o novo coronavírus",Falso
"É tão óbvio isso e a Itália foi a maior prova de que as pessoas trancadas em casa respiram o próprio vírus aumentando a carga viral da Covid-19 gerando uma espécie de superdosagem, tornando a gripe chinesa que era leve em grave ou fatal",Falso
A segunda da onda da gripe espanhola foi mais letal porque a população abandonou todas as medidas de precaução e de isolamento.,Falso
A propagação da Covid-19 terá tido origem em vacinas da gripe contami......,Falso
"Senão bastasse o covid-19, outro vírus [da gripe] bastante agressivo, que ataca os suínos, teve uma explosão de casos na China e já atinge outros países da Ásia e da Europa",Falso
“O ano 20 de todo o século é amaldiçoado. •1520 - Varíola (56 milhões de mortos). •1620 - Amolestia (6 milhões de mortos). •1720 - Peste negra (223 mil mortos). •1820 - Cólera (973 mil mortos). •1920 - Gripe espanhola (2.6 milhões de mortos) •2020 - Corona vírus,Falso
Pandemia de gripe suína em 2010 começou na China,Falso
"“No ano de 2009 a gripe h1n1 matou muito mais gente o que covid19 e o seu governo lula não te deu 10 centavos. E mais a midia podre ficou de bico calado não falou em isolamento, nem nada”",Falso
“Lembrando que o H1N1 tbm veio da China”,Falso
Em publicação propagada nas redes sociais destaca-se que a vacina con......,Falso
"“Pra quem não sabe, o CORONA VIRUS esta ligado ao uso do 5G. Esse virus esta entre a Gripe e a Pneumonia. Então fique atento a sua imunidade”.",Falso
Bolsonaro: COVID 19 - Corona Vírus Casos no Brasil: 1.128 (21/3) Mortes: 18 Nível de pânico: APOCALÍPTICO!!! Lula Ladrão: H1N1 - Gripe Suína Casos no Brasil: 58.178 Mortes: 2.101 Nível de Pânico: É só um resfriado,Falso
Nível de pânico - é só um resfriado,Falso
Anthony Fauci atribuiu as mortes causadas pela gripe espanhola de 1918 ao uso de máscaras num estudo de 2008?,Falso
"""Muitas pessoas todos os anos, às vezes mais de 100 mil, e apesar da vacina, morrem de gripe. Vamos fechar o nosso país? Não"".",Falso
"2020 - Covid-19 - 488.729 mortos - 0,006% da população mundial morreu",Falso
“Um estudo realizado pela Armed Forces Health Surveillance Branch com militares nos EUA e publicado em janeiro de 2020 mostrou que a vacina contra influenza parece aumentar em 36% o risco de infecção pelo Covid-19.”,Falso
"""Para aqueles que acreditam que tudo está tranquilo, que não passa de uma simples gripe, vou mostrar para vocês algo que nunca viram, pois nem nem o mundo conseguiu [sic] ver no último século. Este é o centro de Veneza/Itália""",Falso
O SARS-CoV-2 [...] causa 85% das formas benignas,Verdadeiro
Termômetro infravermelho usado para identificar febre por covid prejudica o cérebro,Falso
"Conteúdo verificado: Texto publicado pela página ?Um pouco de tudo? no Facebook recomenda os medicamentos azitromicina, ivermectina e nitazoxanida para pessoas com sintomas leves de covid-19 e indica a automedicação para quem não quer ir a um hospital.",Falso
TSE probiu pessoas com febre ou diagnosticadas com Covid-19 de votar nas eleições do próximo domingo.,Falso
Em publicação nas redes sociais denuncia-se que as autoridades de Saú......,Falso
O termômetro infravermelho utilizado durante a pandemia de COVID-19 pode danificar a glândula pineal,Falso
"Disse ao funcionário que um termômetro infravermelho nunca deve ser apontado para a testa de alguém, especialmente de bebês e crianças pequenas. [...] Como profissional da área médica, recuso-me a visar diretamente a glândula pineal, que está localizada diretamente no centro da testa, com um raio infravermelho. No entanto, a maioria das pessoas concorda em passar por isso várias vezes ao dia! Nossas glândulas pineais devem ser protegidas, pois é crucial para nossa saúde agora e no futuro",Falso
Termômetro dispara raios infravermelhos e prejudica a glândula pineal,Falso
Malandra é a Camila Pitanga que diz que pegou malária no Leblo para poder tomar cloroquina sem dar o braço a torcer,Falso
